year,source,target,id,type,citationcount,count
2017,Valentina Ivanova,Patrick Lambrix,5a260c2e17c44a4ba8a23ea7,Co-co-author,19.0,1
2017,Wei Chen,Dingke Kong,599c77ab601a182cd256c45c,Co-co-author,7.0,1
2017,Wei Chen,Jingxuan He,599c77ab601a182cd256c45c,Co-co-author,7.0,1
2017,Wei Chen,Junhua Lu,599c77ab601a182cd256c45c,Co-co-author,7.0,1
2017,Wei Chen,Shu Liu,599c77ab601a182cd256c45c,Co-co-author,7.0,1
2017,Wei Chen,Yandi Shen,599c77ab601a182cd256c45c,Co-co-author,7.0,1
2017,Wei Chen,Ye Qi,599c77ab601a182cd256c45c,Co-co-author,7.0,1
2017,Wei Chen,Yingcai Wu,599c77ab601a182cd256c45c,Co-co-author,7.0,1
2017,Wei Chen,Yinyin Chen,599c77ab601a182cd256c45c,Co-co-author,7.0,1
2017,Wei Chen,Zhiqi Liu,599c77ab601a182cd256c45c,Co-co-author,7.0,1
2017,Wolfgang Jentner,Bela Gipp,5b8c9eea17c44af36f8b01a3,Co-co-author,11.0,1
2017,Wolfgang Jentner,Daniel A. Keim,5b8c9eea17c44af36f8b01a3,Co-co-author,11.0,1
2017,Wolfgang Jentner,Mennatallah El-Assady,5b8c9eea17c44af36f8b01a3,Co-co-author,11.0,1
2017,Xuexin Xu,Ji Lan,59ae3c022bbe271c4c71cbdc,Co-co-author,16.0,1
2017,Xuexin Xu,Junhua Lu,59ae3c022bbe271c4c71cbdc,Co-co-author,16.0,1
2017,Xuexin Xu,Tai-Quan Peng,59ae3c022bbe271c4c71cbdc,Co-co-author,16.0,1
2017,Xuexin Xu,Wei Chen,59ae3c022bbe271c4c71cbdc,Co-co-author,16.0,1
2017,Xuexin Xu,Xiaodong Yang,59ae3c022bbe271c4c71cbdc,Co-co-author,16.0,1
2017,Xuexin Xu,Yingcai Wu,59ae3c022bbe271c4c71cbdc,Co-co-author,16.0,1
2017,Young-Ho Kim,Bongshin Lee,5a260c6917c44a4ba8a2d5f1,Co-co-author,81.0,1
2017,Young-Ho Kim,Eun Kyoung Choe,5a260c6917c44a4ba8a2d5f1,Co-co-author,81.0,1
2017,Young-Ho Kim,Jae Ho Jeon,5a260c6917c44a4ba8a2d5f1,Co-co-author,81.0,1
2017,Young-Ho Kim,Jinwook Seo,5a260c6917c44a4ba8a2d5f1,Co-co-author,81.0,1
2017,Younghoon Kim,Jeffrey Heer,599c7b8a601a182cd2746288,Co-co-author,82.0,1
2017,Younghoon Kim,Jessica Hullman,599c7b8a601a182cd2746288,Co-co-author,82.0,1
2017,Younghoon Kim,Kanit Wongsuphasawat,599c7b8a601a182cd2746288,Co-co-author,82.0,1
2018,Alexandra Diehl,Alfie Abdul-Rahman,5b8c9eea17c44af36f8b01b9,Co-co-author,31.0,1
2018,Alexandra Diehl,Benjamin Bach,5b8c9eea17c44af36f8b01b9,Co-co-author,31.0,1
2018,Alexandra Diehl,Daniel A. Keim,5b8c9eea17c44af36f8b01b9,Co-co-author,31.0,1
2018,Alexandra Diehl,Daniel A. Keim,5c0495ae17c44a2c74701c6b,Co-co-author,1.0,1
2018,Alexandra Diehl,Daniel Seebacher,5c0495ae17c44a2c74701c6b,Co-co-author,1.0,1
2018,Alexandra Diehl,Johannes Häussler,5c0495ae17c44a2c74701c6b,Co-co-author,1.0,1
2018,Alexandra Diehl,Mennatallah El-Assady,5b8c9eea17c44af36f8b01b9,Co-co-author,31.0,1
2018,Alexandra Diehl,Michael Hundt,5c0495ae17c44a2c74701c6b,Co-co-author,1.0,1
2018,Alexandra Diehl,Min Chen,5b8c9eea17c44af36f8b01b9,Co-co-author,31.0,1
2018,Alexandra Diehl,Nida Cilasun,5c0495ae17c44a2c74701c6b,Co-co-author,1.0,1
2018,Alexandra Diehl,Siming Chen,5c0495ae17c44a2c74701c6b,Co-co-author,1.0,1
2018,Alexandra Diehl,Tobias Schreck,5c0495ae17c44a2c74701c6b,Co-co-author,1.0,1
2018,Alexis Hiniker,Bongshin Lee,5aed146117c44a4438152c58,Co-co-author,54.0,1
2018,Alexis Hiniker,Jenny S. Radesky,5aed146117c44a4438152c58,Co-co-author,54.0,1
2018,Alexis Hiniker,Julie A. Kientz,5aed146117c44a4438152c58,Co-co-author,54.0,1
2018,Angela Mayhua,Erick Gomez Nieto,5c4ecf74e1cd8e7656488320,Co-co-author,5.0,1
2018,Angela Mayhua,Jeffrey Heer,5c4ecf74e1cd8e7656488320,Co-co-author,5.0,1
2018,Angela Mayhua,Jorge Poco,5c4ecf74e1cd8e7656488320,Co-co-author,5.0,1
2018,Arjun Srinivasan,Bongshin Lee,5aed146117c44a4438152abe,Co-co-author,30.0,1
2018,Arjun Srinivasan,Matthew Brehmer,5aed146117c44a4438152abe,Co-co-author,30.0,1
2018,Arjun Srinivasan,Steven M. Drucker,5aed146117c44a4438152abe,Co-co-author,30.0,1
2018,Bahador Saket,Dominik Moritz,5b67b4b117c44aac1c866c82,Co-co-author,33.0,1
2018,Bahador Saket,Halden Lin,5b67b4b117c44aac1c866c82,Co-co-author,33.0,1
2018,Bahador Saket,Jeffrey Heer,5b67b4b117c44aac1c866c82,Co-co-author,33.0,1
2018,Bahador Saket,Victor Dibia,5b67b4b117c44aac1c866c82,Co-co-author,33.0,1
2018,Bahador Saket,Çagatay Demiralp,5b67b4b117c44aac1c866c82,Co-co-author,33.0,1
2018,Benedikt Bäumle,Daniel A. Keim,5d610c3c3a55ac9ed9d7eff6,Co-co-author,0.0,1
2018,Benedikt Bäumle,Daniel A. Keim,634967f990e50fcafdb5165b,Co-co-author,0.0,1
2018,Benedikt Bäumle,Eren Cakmak,5d610c3c3a55ac9ed9d7eff6,Co-co-author,0.0,1
2018,Benedikt Bäumle,Eren Cakmak,634967f990e50fcafdb5165b,Co-co-author,0.0,1
2018,Benedikt Bäumle,Ina Boesecke,5d610c3c3a55ac9ed9d7eff6,Co-co-author,0.0,1
2018,Benedikt Bäumle,Ina Boesecke,634967f990e50fcafdb5165b,Co-co-author,0.0,1
2018,Benedikt Bäumle,Juri Buchmüller,5d610c3c3a55ac9ed9d7eff6,Co-co-author,0.0,1
2018,Benedikt Bäumle,Juri Buchmüller,634967f990e50fcafdb5165b,Co-co-author,0.0,1
2018,Benedikt Bäumle,Raphael Buchmüller,5d610c3c3a55ac9ed9d7eff6,Co-co-author,0.0,1
2018,Benedikt Bäumle,Raphael Buchmüller,634967f990e50fcafdb5165b,Co-co-author,0.0,1
2018,Benedikt Bäumle,Wolfgang Jentner,5d610c3c3a55ac9ed9d7eff6,Co-co-author,0.0,1
2018,Benedikt Bäumle,Wolfgang Jentner,634967f990e50fcafdb5165b,Co-co-author,0.0,1
2018,Benedikt Bäumle,Yannick Metz,5d610c3c3a55ac9ed9d7eff6,Co-co-author,0.0,1
2018,Benedikt Bäumle,Yannick Metz,634967f990e50fcafdb5165b,Co-co-author,0.0,1
2018,Benjamin Bach,Dave Murray-Rust,5aed146617c44a4438152ebc,Co-co-author,92.0,1
2018,Benjamin Bach,Hanspeter Pfister,59ae0cda0cf284510fa8b3ea,Co-co-author,212.0,1
2018,Benjamin Bach,Johanna Beyer,59ae0cda0cf284510fa8b3ea,Co-co-author,212.0,1
2018,Benjamin Bach,Matteo Farinella,5aed146617c44a4438152ebc,Co-co-author,92.0,1
2018,Benjamin Bach,Maxime Cordeil,59ae0cda0cf284510fa8b3ea,Co-co-author,212.0,1
2018,Benjamin Bach,Nathalie Henry Riche,5aed146617c44a4438152ebc,Co-co-author,92.0,1
2018,Benjamin Bach,Ronell Sicat,59ae0cda0cf284510fa8b3ea,Co-co-author,212.0,1
2018,Benjamin Bach,Zezhong Wang,5aed146617c44a4438152ebc,Co-co-author,92.0,1
2018,Bongshin Lee,Arjun Srinivasan,5b1642d68fbcbf6e5a9b89e0,Co-co-author,15.0,1
2018,Bongshin Lee,Eun Kyoung Choe,5aed146117c44a4438152cdd,Co-co-author,26.0,1
2018,Bongshin Lee,John T. Stasko,5b1642d68fbcbf6e5a9b89e0,Co-co-author,15.0,1
2018,Bongshin Lee,Matthew Brehmer,5aed146117c44a4438152cdd,Co-co-author,26.0,1
2018,Bongshin Lee,Melanie Tory,5b1642d68fbcbf6e5a9b89e0,Co-co-author,15.0,1
2018,Bongshin Lee,Petra Isenberg,5aed146117c44a4438152cdd,Co-co-author,26.0,1
2018,Bongshin Lee,Raimund Dachselt,5aed146117c44a4438152cdd,Co-co-author,26.0,1
2018,Bongshin Lee,Ricardo Langner,5aed146117c44a4438152cdd,Co-co-author,26.0,1
2018,Bongshin Lee,Vidya Setlur,5b1642d68fbcbf6e5a9b89e0,Co-co-author,15.0,1
2018,Cagatay Turkay,Barbara Hammer,5c6a245f3a69b1c9e11be937,Co-co-author,37.0,1
2018,Cagatay Turkay,Carsten Binnig,5c6a245f3a69b1c9e11be937,Co-co-author,37.0,1
2018,Cagatay Turkay,Daniel A. Keim,5c6a245f3a69b1c9e11be937,Co-co-author,37.0,1
2018,Cagatay Turkay,Florin Rusu,5c6a245f3a69b1c9e11be937,Co-co-author,37.0,1
2018,Cagatay Turkay,Hendrik Strobelt,5c6a245f3a69b1c9e11be937,Co-co-author,37.0,1
2018,Cagatay Turkay,Jean-Daniel Fekete,5c6a245f3a69b1c9e11be937,Co-co-author,37.0,1
2018,Cagatay Turkay,Nicola Pezzotti,5c6a245f3a69b1c9e11be937,Co-co-author,37.0,1
2018,Cagatay Turkay,Themis Palpanas,5c6a245f3a69b1c9e11be937,Co-co-author,37.0,1
2018,Cagatay Turkay,Yunhai Wang,5c6a245f3a69b1c9e11be937,Co-co-author,37.0,1
2018,Charles Perin,Charles D. Stolper,5b67b49517c44aac1c864cb3,Co-co-author,114.0,1
2018,Charles Perin,J. Wood,5b67b49517c44aac1c864cb3,Co-co-author,114.0,1
2018,Charles Perin,John T. Stasko,5b67b49517c44aac1c864cb3,Co-co-author,114.0,1
2018,Charles Perin,Romain Vuillemot,5b67b49517c44aac1c864cb3,Co-co-author,114.0,1
2018,Charles Perin,Sheelagh Carpendale,5b67b49517c44aac1c864cb3,Co-co-author,114.0,1
2018,Chris Bradley,Aaron Krämer,5c8d1fcf4895d9cbc63d8f96,Co-co-author,2.0,1
2018,Chris Bradley,Andreas Hessenthaler,5c8d1fcf4895d9cbc63d8f96,Co-co-author,2.0,1
2018,Chris Bradley,Benjamin Maier,5c8d1fcf4895d9cbc63d8f96,Co-co-author,2.0,1
2018,Chris Bradley,Dominik Göddeke,5c8d1fcf4895d9cbc63d8f96,Co-co-author,2.0,1
2018,Chris Bradley,Michael Krone,5c8d1fcf4895d9cbc63d8f96,Co-co-author,2.0,1
2018,Chris Bradley,Miriam Mehl,5c8d1fcf4895d9cbc63d8f96,Co-co-author,2.0,1
2018,Chris Bradley,Nehzat Emamy,5c8d1fcf4895d9cbc63d8f96,Co-co-author,2.0,1
2018,Chris Bradley,Oliver Röhrle,5c8d1fcf4895d9cbc63d8f96,Co-co-author,2.0,1
2018,Chris Bradley,Thomas Ertl,5c8d1fcf4895d9cbc63d8f96,Co-co-author,2.0,1
2018,Chris Bradley,Thomas Klotz,5c8d1fcf4895d9cbc63d8f96,Co-co-author,2.0,1
2018,Chris Bradley,Tobias Rau,5c8d1fcf4895d9cbc63d8f96,Co-co-author,2.0,1
2018,Christoph Müller,Daniel Weiskopf,5c0f82d3da562944ac8b0242,Co-co-author,31.0,1
2018,Christoph Müller,Dominik Herr,5c0f82d3da562944ac8b0242,Co-co-author,31.0,1
2018,Christoph Müller,Guido Reina,5c0f82d3da562944ac8b0242,Co-co-author,31.0,1
2018,Christoph Müller,Markus Huber,5c0f82d3da562944ac8b0242,Co-co-author,31.0,1
2018,Christoph Müller,Michael Krone,5c0f82d3da562944ac8b0242,Co-co-author,31.0,1
2018,Christoph Müller,Steffen Koch,5c0f82d3da562944ac8b0242,Co-co-author,31.0,1
2018,Christoph Müller,Thomas Ertl,5c0f82d3da562944ac8b0242,Co-co-author,31.0,1
2018,Christoph Müller,Verena Biener,5c0f82d3da562944ac8b0242,Co-co-author,31.0,1
2018,Christoph Schulz,Daniel Weiskopf,5b3d986f17c44a510f7faa95,Co-co-author,13.0,1
2018,Christoph Schulz,Karsten Schatz,5b3d986f17c44a510f7faa95,Co-co-author,13.0,1
2018,Christoph Schulz,Matthias Braun,5b3d986f17c44a510f7faa95,Co-co-author,13.0,1
2018,Christoph Schulz,Michael Krone,5b3d986f17c44a510f7faa95,Co-co-author,13.0,1
2018,Christoph Schulz,Thomas Ertl,5b3d986f17c44a510f7faa95,Co-co-author,13.0,1
2018,Daniel Smolyak,Bongshin Lee,5aed146117c44a4438152d67,Co-co-author,1.0,1
2018,Daniel Smolyak,Eun Kyoung Choe,5aed146117c44a4438152d67,Co-co-author,1.0,1
2018,Di Weng,Heming Zhu,5aed146117c44a4438152a92,Co-co-author,44.0,1
2018,Di Weng,Jie Bao,5aed146117c44a4438152a92,Co-co-author,44.0,1
2018,Di Weng,Yingcai Wu,5aed146117c44a4438152a92,Co-co-author,44.0,1
2018,Di Weng,Yu Zheng,5aed146117c44a4438152a92,Co-co-author,44.0,1
2018,Dominik Herr,Fabian Beck,5c234920da562935fc1d627b,Co-co-author,9.0,1
2018,Dominik Herr,Thomas Ertl,5c234920da562935fc1d627b,Co-co-author,9.0,1
2018,Donghao Ren,Bongshin Lee,5c6a26ab3a69b1c9e11dd016,Co-co-author,32.0,1
2018,Donghao Ren,Matthew Brehmer,5c6a26ab3a69b1c9e11dd016,Co-co-author,32.0,1
2018,Donghao Ren,Nathalie Henry Riche,5c6a26ab3a69b1c9e11dd016,Co-co-author,32.0,1
2018,Dylan Cashman,Abigail Mosca,5bdc31b817c44a1f58a0be8c,Co-co-author,9.0,1
2018,Dylan Cashman,Alex Endert,5bdc31b817c44a1f58a0be8c,Co-co-author,9.0,1
2018,Dylan Cashman,Bahador Saket,5bdc31b817c44a1f58a0be8c,Co-co-author,9.0,1
2018,Dylan Cashman,Florian Heimerl,5bdc31b817c44a1f58a0be8c,Co-co-author,9.0,1
2018,Dylan Cashman,John T. Stasko,5bdc31b817c44a1f58a0be8c,Co-co-author,9.0,1
2018,Dylan Cashman,John Thompson,5bdc31b817c44a1f58a0be8c,Co-co-author,9.0,1
2018,Dylan Cashman,Kendall Park,5bdc31b817c44a1f58a0be8c,Co-co-author,9.0,1
2018,Dylan Cashman,Michael Gleicher,5bdc31b817c44a1f58a0be8c,Co-co-author,9.0,1
2018,Dylan Cashman,Remco Chang,5bdc31b817c44a1f58a0be8c,Co-co-author,9.0,1
2018,Dylan Cashman,Shah Rukh Humayoun,5bdc31b817c44a1f58a0be8c,Co-co-author,9.0,1
2018,Dylan Cashman,Subhajit Das,5bdc31b817c44a1f58a0be8c,Co-co-author,9.0,1
2018,Eren Cakmak,Daniel A. Keim,633c109d90e50fcafdc25de6,Co-co-author,2.0,1
2018,Eren Cakmak,Daniel A. Keim,633c109e90e50fcafdc25ff5,Co-co-author,0.0,1
2018,Eren Cakmak,Daniel Seebacher,633c109d90e50fcafdc25de6,Co-co-author,2.0,1
2018,Eren Cakmak,Juri Buchmüller,633c109d90e50fcafdc25de6,Co-co-author,2.0,1
2018,Eren Cakmak,Juri Buchmüller,633c109e90e50fcafdc25ff5,Co-co-author,0.0,1
2018,Eren Cakmak,Matthias Miller,633c109e90e50fcafdc25ff5,Co-co-author,0.0,1
2018,Eren Cakmak,Udo Schlegel,633c109e90e50fcafdc25ff5,Co-co-author,0.0,1
2018,Eren Cakmak,Wolfgang Jentner,633c109e90e50fcafdc25ff5,Co-co-author,0.0,1
2018,Eun Kyoung Choe,Bongshin Lee,5b3d98bd17c44a510f800712,Co-co-author,9.0,1
2018,Eun Kyoung Choe,Geraldine Fitzpatrick,5b3d98bd17c44a510f800712,Co-co-author,9.0,1
2018,Eun Kyoung Choe,Lauren Wilcox,5b3d98bd17c44a510f800712,Co-co-author,9.0,1
2018,Eun Kyoung Choe,Tariq O. Andersen,5b3d98bd17c44a510f800712,Co-co-author,9.0,1
2018,Fereshteh Amini,Bongshin Lee,5c8e2d3a4895d9cbc6cd3141,Co-co-author,45.0,1
2018,Fereshteh Amini,Jason Leboe-McGowan,5c8e2d3a4895d9cbc6cd3141,Co-co-author,45.0,1
2018,Fereshteh Amini,Nathalie Henry Riche,5c8e2d3a4895d9cbc6cd3141,Co-co-author,45.0,1
2018,Fereshteh Amini,Pourang Irani,5c8e2d3a4895d9cbc6cd3141,Co-co-author,45.0,1
2018,Finian Mwalongo,Guido Reina,5bdc317017c44a1f58a0766d,Co-co-author,2.0,1
2018,Finian Mwalongo,Michael Krone,5bdc317017c44a1f58a0766d,Co-co-author,2.0,1
2018,Finian Mwalongo,Thomas Ertl,5bdc317017c44a1f58a0766d,Co-co-author,2.0,1
2018,Florian Frieß,Mathias Landwehr,5d1737903a55ac696b134a50,Co-co-author,2.0,1
2018,Florian Frieß,Steffen Frey,5d1737903a55ac696b134a50,Co-co-author,2.0,1
2018,Florian Frieß,Thomas Ertl,5d1737903a55ac696b134a50,Co-co-author,2.0,1
2018,Florian Frieß,Valentin Bruder,5d1737903a55ac696b134a50,Co-co-author,2.0,1
2018,Florian Stoffel,Daniel A. Keim,5b8c9eea17c44af36f8b0047,Co-co-author,3.0,1
2018,Florian Stoffel,Hanna Post,5b8c9eea17c44af36f8b0047,Co-co-author,3.0,1
2018,Florian Stoffel,Marcus Stewen,5b8c9eea17c44af36f8b0047,Co-co-author,3.0,1
2018,Fritz Lekschas,Benjamin Bach,5c8a2c404895d9cbc61f4a4b,Co-co-author,37.0,1
2018,Fritz Lekschas,Hanspeter Pfister,5c8a2c404895d9cbc61f4a4b,Co-co-author,37.0,1
2018,Fritz Lekschas,Nils Gehlenborg,5c8a2c404895d9cbc61f4a4b,Co-co-author,37.0,1
2018,Fritz Lekschas,Peter Kerpedjiev,5c8a2c404895d9cbc61f4a4b,Co-co-author,37.0,1
2018,Grzegorz Karol Karch,Bernhard Weigand,5aed14e217c44a4438159de5,Co-co-author,10.0,1
2018,Grzegorz Karol Karch,Christian Meister,5aed14e217c44a4438159de5,Co-co-author,10.0,1
2018,Grzegorz Karol Karch,Fabian Beck,5aed14e217c44a4438159de5,Co-co-author,10.0,1
2018,Grzegorz Karol Karch,Filip Sadlo,5aed14e217c44a4438159de5,Co-co-author,10.0,1
2018,Grzegorz Karol Karch,Kathrin Schulte,5aed14e217c44a4438159de5,Co-co-author,10.0,1
2018,Grzegorz Karol Karch,Moritz Ertl,5aed14e217c44a4438159de5,Co-co-author,10.0,1
2018,Grzegorz Karol Karch,Thomas Ertl,5aed14e217c44a4438159de5,Co-co-author,10.0,1
2018,Guodao Sun,Ronghua Liang,5a9cb65217c44a376ffb6f5b,Co-co-author,12.0,1
2018,Guodao Sun,Tai-Quan Peng,5a9cb65217c44a376ffb6f5b,Co-co-author,12.0,1
2018,Guodao Sun,Tan Tang,5a9cb65217c44a376ffb6f5b,Co-co-author,12.0,1
2018,Guodao Sun,Yingcai Wu,5a9cb65217c44a376ffb6f5b,Co-co-author,12.0,1
2018,Hansi Senaratne,Daniel A. Keim,5b16430b8fbcbf6e5a9b98b0,Co-co-author,54.0,1
2018,Hansi Senaratne,Felipe Lalanne,5b16430b8fbcbf6e5a9b98b0,Co-co-author,54.0,1
2018,Hansi Senaratne,Javier Bustos-Jiménez,5b16430b8fbcbf6e5a9b98b0,Co-co-author,54.0,1
2018,Hansi Senaratne,Jörn Schneidewind,5b16430b8fbcbf6e5a9b98b0,Co-co-author,54.0,1
2018,Hansi Senaratne,Manuel Müller,5b16430b8fbcbf6e5a9b98b0,Co-co-author,54.0,1
2018,Hansi Senaratne,Michael Behrisch,5b16430b8fbcbf6e5a9b98b0,Co-co-author,54.0,1
2018,Hansi Senaratne,Tobias Schreck,5b16430b8fbcbf6e5a9b98b0,Co-co-author,54.0,1
2018,Hongsen Liao,Li Chen,59cb0d6c0cf23f44bec68cab,Co-co-author,24.0,1
2018,Hongsen Liao,Wei Chen,59cb0d6c0cf23f44bec68cab,Co-co-author,24.0,1
2018,Hongsen Liao,Yingcai Wu,59cb0d6c0cf23f44bec68cab,Co-co-author,24.0,1
2018,Houssem Ben Lahmar,Daniel A. Keim,5ac1822817c44a1fda91247e,Co-co-author,6.0,1
2018,Houssem Ben Lahmar,Melanie Herschel,5ac1822817c44a1fda91247e,Co-co-author,6.0,1
2018,Houssem Ben Lahmar,Michael Blumenschein,5ac1822817c44a1fda91247e,Co-co-author,6.0,1
2018,Hugo Romat,Benjamin Bach,5aed146617c44a4438152e48,Co-co-author,26.0,1
2018,Hugo Romat,Caroline Appert,5aed146617c44a4438152e48,Co-co-author,26.0,1
2018,Hugo Romat,Emmanuel Pietriga,5aed146617c44a4438152e48,Co-co-author,26.0,1
2018,Hugo Romat,Nathalie Henry Riche,5aed146617c44a4438152e48,Co-co-author,26.0,1
2018,Isabel Piljek,Daniel A. Keim,5d610c3c3a55ac9ed9d7f006,Co-co-author,0.0,1
2018,Isabel Piljek,Daniel A. Keim,634967f990e50fcafdb5165c,Co-co-author,0.0,1
2018,Isabel Piljek,Eren Cakmak,5d610c3c3a55ac9ed9d7f006,Co-co-author,0.0,1
2018,Isabel Piljek,Eren Cakmak,634967f990e50fcafdb5165c,Co-co-author,0.0,1
2018,Isabel Piljek,Florian Stoffel,5d610c3c3a55ac9ed9d7f006,Co-co-author,0.0,1
2018,Isabel Piljek,Florian Stoffel,634967f990e50fcafdb5165c,Co-co-author,0.0,1
2018,Isabel Piljek,Giuliana Dehn,5d610c3c3a55ac9ed9d7f006,Co-co-author,0.0,1
2018,Isabel Piljek,Giuliana Dehn,634967f990e50fcafdb5165c,Co-co-author,0.0,1
2018,Isabel Piljek,Jannik Frauendorf,5d610c3c3a55ac9ed9d7f006,Co-co-author,0.0,1
2018,Isabel Piljek,Jannik Frauendorf,634967f990e50fcafdb5165c,Co-co-author,0.0,1
2018,Isabel Piljek,Juri Buchmüller,5d610c3c3a55ac9ed9d7f006,Co-co-author,0.0,1
2018,Isabel Piljek,Juri Buchmüller,634967f990e50fcafdb5165c,Co-co-author,0.0,1
2018,Isabel Piljek,Wolfgang Jentner,5d610c3c3a55ac9ed9d7f006,Co-co-author,0.0,1
2018,Isabel Piljek,Wolfgang Jentner,634967f990e50fcafdb5165c,Co-co-author,0.0,1
2018,Isabel Piljek,Yerzhan Niyazbayev,5d610c3c3a55ac9ed9d7f006,Co-co-author,0.0,1
2018,Isabel Piljek,Yerzhan Niyazbayev,634967f990e50fcafdb5165c,Co-co-author,0.0,1
2018,Isabel Piljek,Ziad Salem,5d610c3c3a55ac9ed9d7f006,Co-co-author,0.0,1
2018,Isabel Piljek,Ziad Salem,634967f990e50fcafdb5165c,Co-co-author,0.0,1
2018,Jacob VanderPlas,Arvind Satyanarayan,5c2c7a9217c44a4e7cf3111c,Co-co-author,141.0,1
2018,Jacob VanderPlas,Ben Welsh,5c2c7a9217c44a4e7cf3111c,Co-co-author,141.0,1
2018,Jacob VanderPlas,Brian E. Granger,5c2c7a9217c44a4e7cf3111c,Co-co-author,141.0,1
2018,Jacob VanderPlas,Dominik Moritz,5c2c7a9217c44a4e7cf3111c,Co-co-author,141.0,1
2018,Jacob VanderPlas,Eitan Lees,5c2c7a9217c44a4e7cf3111c,Co-co-author,141.0,1
2018,Jacob VanderPlas,Ilia Timofeev,5c2c7a9217c44a4e7cf3111c,Co-co-author,141.0,1
2018,Jacob VanderPlas,Jeffrey Heer,5c2c7a9217c44a4e7cf3111c,Co-co-author,141.0,1
2018,Jacob VanderPlas,Kanit Wongsuphasawat,5c2c7a9217c44a4e7cf3111c,Co-co-author,141.0,1
2018,Jacob VanderPlas,Scott Sievert,5c2c7a9217c44a4e7cf3111c,Co-co-author,141.0,1
2018,Jaegul Choo,Changhyun Lee,5ac1826c17c44a1fda915027,Co-co-author,8.0,1
2018,Jaegul Choo,Charles D. Stolper,5ac1826c17c44a1fda915027,Co-co-author,8.0,1
2018,Jaegul Choo,Edward Clarkson,5ac1826c17c44a1fda915027,Co-co-author,8.0,1
2018,Jaegul Choo,Fuxin Li,5ac1826c17c44a1fda915027,Co-co-author,8.0,1
2018,Jaegul Choo,Haesun Park,5ac1826c17c44a1fda915027,Co-co-author,8.0,1
2018,Jaegul Choo,Hannah Kim,5ac1826c17c44a1fda915027,Co-co-author,8.0,1
2018,Jaegul Choo,Hanseung Lee,5ac1826c17c44a1fda915027,Co-co-author,8.0,1
2018,Jaegul Choo,John T. Stasko,5ac1826c17c44a1fda915027,Co-co-author,8.0,1
2018,Jaegul Choo,Ramakrishnan Kannan,5ac1826c17c44a1fda915027,Co-co-author,8.0,1
2018,Jaegul Choo,Zhicheng Liu,5ac1826c17c44a1fda915027,Co-co-author,8.0,1
2018,Jane Hoffswell,Alan Borning,5b67b49517c44aac1c864cc0,Co-co-author,15.0,1
2018,Jane Hoffswell,Arvind Satyanarayan,5aed146617c44a4438152de6,Co-co-author,54.0,1
2018,Jane Hoffswell,Jeffrey Heer,5aed146617c44a4438152de6,Co-co-author,54.0,1
2018,Jane Hoffswell,Jeffrey Heer,5b67b49517c44aac1c864cc0,Co-co-author,15.0,1
2018,Johannes Häußler,Daniel A. Keim,5ef5c81391e011b33003b5b3,Co-co-author,6.0,1
2018,Johannes Häußler,Daniel A. Keim,634967f990e50fcafdb51559,Co-co-author,0.0,1
2018,Johannes Häußler,Daniel Seebacher,5ef5c81391e011b33003b5b3,Co-co-author,6.0,1
2018,Johannes Häußler,Daniel Seebacher,634967f990e50fcafdb51559,Co-co-author,0.0,1
2018,Johannes Häußler,Halldor Janetzko,5ef5c81391e011b33003b5b3,Co-co-author,6.0,1
2018,Johannes Häußler,Halldor Janetzko,634967f990e50fcafdb51559,Co-co-author,0.0,1
2018,Johannes Häußler,Manuel Stein,5ef5c81391e011b33003b5b3,Co-co-author,6.0,1
2018,Johannes Häußler,Manuel Stein,634967f990e50fcafdb51559,Co-co-author,0.0,1
2018,Johannes Häußler,Tobias Schreck,5ef5c81391e011b33003b5b3,Co-co-author,6.0,1
2018,Johannes Häußler,Tobias Schreck,634967f990e50fcafdb51559,Co-co-author,0.0,1
2018,John Thompson,Arjun Srinivasan,5b1642d68fbcbf6e5a9b89d4,Co-co-author,8.0,1
2018,John Thompson,John T. Stasko,5b1642d68fbcbf6e5a9b89d4,Co-co-author,8.0,1
2018,Jorge Poco,Angela Mayhua,59ae0cda0cf284510fa8b41e,Co-co-author,56.0,1
2018,Jorge Poco,Jeffrey Heer,59ae0cda0cf284510fa8b41e,Co-co-author,56.0,1
2018,Joseph M. Hellerstein,Jeffrey Heer,5b3d989917c44a510f7fe7f3,Co-co-author,30.0,1
2018,Joseph M. Hellerstein,Sean Kandel,5b3d989917c44a510f7fe7f3,Co-co-author,30.0,1
2018,Manuel Stein,Christoph Niederberger,5c0495ae17c44a2c74701c6d,Co-co-author,18.0,1
2018,Manuel Stein,Daniel A. Keim,5c0495ae17c44a2c74701c6d,Co-co-author,18.0,1
2018,Manuel Stein,Daniel Seebacher,5c0495ae17c44a2c74701c6d,Co-co-author,18.0,1
2018,Manuel Stein,Halldor Janetzko,5c0495ae17c44a2c74701c6d,Co-co-author,18.0,1
2018,Manuel Stein,Johannes Häussler,5c0495ae17c44a2c74701c6d,Co-co-author,18.0,1
2018,Manuel Stein,Michael Grossniklaus,5c0495ae17c44a2c74701c6d,Co-co-author,18.0,1
2018,Manuel Stein,Thorsten Breitkreutz,5c0495ae17c44a2c74701c6d,Co-co-author,18.0,1
2018,Manuel Stein,Tobias Schreck,5c0495ae17c44a2c74701c6d,Co-co-author,18.0,1
2018,Markus John,Eduard Marbach,5de6865fdf1a9c0c415fdd6e,Co-co-author,12.0,1
