year,source,target,id,type,citationcount,count
2013,Sana Malik,Timothy Hawes,53e9b469b7602d9703f6c3b0,Co-co-author,47.0,1
2013,Siyuan Liu,Huamin Qu,53e9a487b7602d9702da62e3,Co-co-author,90.0,1
2013,Siyuan Liu,Jiansu Pu,53e9a487b7602d9702da62e3,Co-co-author,90.0,1
2013,Siyuan Liu,Lionel M. Ni,53e9a487b7602d9702da62e3,Co-co-author,90.0,1
2013,Siyuan Liu,Qiong Luo,53e9a487b7602d9702da62e3,Co-co-author,90.0,1
2013,Siyuan Liu,Ramayya Krishnan,53e9a487b7602d9702da62e3,Co-co-author,90.0,1
2013,Wei Zeng,Chi-Wing Fu,53e9ae4fb7602d9703869a0d,Co-co-author,113.0,1
2013,Wei Zeng,Huamin Qu,53e9ae4fb7602d9703869a0d,Co-co-author,113.0,1
2013,Wei Zeng,Stefan Müller Arisona,53e9ae4fb7602d9703869a0d,Co-co-author,113.0,1
2013,Wei-Hsien Hsu,Kwan-Liu Ma,53e9b9d3b7602d97045c8376,Co-co-author,21.0,1
2013,Wei-Hsien Hsu,Yubo Zhang,53e9b9d3b7602d97045c8376,Co-co-author,21.0,1
2013,Yang Wang,Hongfeng Yu,53e9a54eb7602d9702e756ae,Co-co-author,19.0,1
2013,Yang Wang,Kwan-Liu Ma,53e9a54eb7602d9702e756ae,Co-co-author,19.0,1
2013,Yingcai Wu,Kwan-Liu Ma,53e9b40eb7602d9703f03c90,Co-co-author,50.0,1
2013,Yingcai Wu,Shixia Liu,53e9b40eb7602d9703f03c90,Co-co-author,50.0,1
2013,Yingcai Wu,Xiaotong Liu,53e9b40eb7602d9703f03c90,Co-co-author,50.0,1
2013,Yu-Hsuan Chan,Carlos D Correa,53e99addb7602d97023626c7,Co-co-author,49.0,1
2013,Yu-Hsuan Chan,Kwan-Liu Ma,53e99addb7602d97023626c7,Co-co-author,49.0,1
2013,Yubo Zhang,Kwan-Liu Ma,53e99de8b7602d97026ab6a5,Co-co-author,38.0,1
2013,Yubo Zhang,Kwan-Liu Ma,53e9a7ffb7602d970314324b,Co-co-author,42.0,1
2013,Yubo Zhang,Kwan-Liu Ma,53e9ac2eb7602d97035f06bb,Co-co-author,36.0,1
2013,Yubo Zhang,Kwan-Liu Ma,53e9be51b7602d9704b127be,Co-co-author,13.0,1
2013,Yubo Zhang,Zhao Dong,53e9ac2eb7602d97035f06bb,Co-co-author,36.0,1
2013,Yucong Ye,Kwan-Liu Ma,53e9ade2b7602d97037ef054,Co-co-author,22.0,1
2013,Yucong Ye,Robert Miller,53e9ade2b7602d97037ef054,Co-co-author,22.0,1
2013,Yuzuru Tanahashi,Kwan-Liu Ma,53e9af0cb7602d9703941717,Co-co-author,7.0,1
2014,Arnaud Sallaberry,Hwai-Chung Ho,5550413745ce0a409eb395da,Co-co-author,7.0,1
2014,Arnaud Sallaberry,Kwan-Liu Ma,5550413745ce0a409eb395da,Co-co-author,7.0,1
2014,Arnaud Sallaberry,Yang-chih Fu,5550413745ce0a409eb395da,Co-co-author,7.0,1
2014,Awalin Sopan,Ben Shneiderman,55a6cd6b65ce054aad767ed8,Co-co-author,16.0,1
2014,Awalin Sopan,Catherine Plaisant,55a6cd6b65ce054aad767ed8,Co-co-author,16.0,1
2014,Awalin Sopan,Seth Powsner,55a6cd6b65ce054aad767ed8,Co-co-author,16.0,1
2014,Charles D. Stolper,Aakash Goel,53e9b009b7602d9703a64b33,Co-co-author,3.0,1
2014,Charles D. Stolper,Duen Horng Chau,53e9b009b7602d9703a64b33,Co-co-author,3.0,1
2014,Charles D. Stolper,Florian Foerster,53e9b009b7602d9703a64b33,Co-co-author,3.0,1
2014,Charles D. Stolper,John Stasko,53e9b009b7602d9703a64b33,Co-co-author,3.0,1
2014,Charles D. Stolper,Minsuk Kahng,53e9b009b7602d9703a64b33,Co-co-author,3.0,1
2014,Charles D. Stolper,Zhiyuan Lin,53e9b009b7602d9703a64b33,Co-co-author,3.0,1
2014,Chongke Bi,Haiyuan Wu,555046d945ce0a409eb62284,Co-co-author,2.0,1
2014,Chongke Bi,Kenji Ono,555046d945ce0a409eb62284,Co-co-author,2.0,1
2014,Chongke Bi,Kwan-Liu Ma,555046d945ce0a409eb62284,Co-co-author,2.0,1
2014,Chongke Bi,Toshiyuki Imamura,555046d945ce0a409eb62284,Co-co-author,2.0,1
2014,Chris W. Muelder,Carmen Sigovan,5550416445ce0a409eb3ad79,Co-co-author,0.0,1
2014,Chris W. Muelder,Kwan-Liu Ma,5550416445ce0a409eb3ad79,Co-co-author,0.0,1
2014,Chris W. Muelder,Nick Leaf,5550416445ce0a409eb3ad79,Co-co-author,0.0,1
2014,Chun-Fu Wang,Chih-Wei Huang,5550490245ce0a409eb736ce,Co-co-author,14.0,1
2014,Chun-Fu Wang,Jianping Li,5550490245ce0a409eb736ce,Co-co-author,14.0,1
2014,Chun-Fu Wang,Kwan-Liu Ma,5550490245ce0a409eb736ce,Co-co-author,14.0,1
2014,Chun-Fu Wang,Yu-Chuan Li,5550490245ce0a409eb736ce,Co-co-author,14.0,1
2014,Chunxia Xiao,Donglin Xiao,53e9b321b7602d9703deb0e7,Co-co-author,3.0,1
2014,Chunxia Xiao,Kwan-Liu Ma,53e9b321b7602d9703deb0e7,Co-co-author,3.0,1
2014,Chunxia Xiao,Meng Liu,53e9b321b7602d9703deb0e7,Co-co-author,3.0,1
2014,Chunxia Xiao,Zhao Dong,53e9b321b7602d9703deb0e7,Co-co-author,3.0,1
2014,Conglei Shi,Hong Zhou,55503f9145ce0a409eb2eca4,Co-co-author,31.0,1
2014,Conglei Shi,Huamin Qu,55503f9145ce0a409eb2eca4,Co-co-author,31.0,1
2014,Conglei Shi,Huamin Qu,5550451945ce0a409eb539a4,Co-co-author,143.0,1
2014,Conglei Shi,Huamin Qu,634d806890e50fcafd4e2a58,Co-co-author,145.0,1
2014,Conglei Shi,Qing Chen,5550451945ce0a409eb539a4,Co-co-author,143.0,1
2014,Conglei Shi,Qing Chen,634d806890e50fcafd4e2a58,Co-co-author,145.0,1
2014,Conglei Shi,Shixia Liu,55503f9145ce0a409eb2eca4,Co-co-author,31.0,1
2014,Conglei Shi,Siwei Fu,5550451945ce0a409eb539a4,Co-co-author,143.0,1
2014,Conglei Shi,Siwei Fu,634d806890e50fcafd4e2a58,Co-co-author,145.0,1
2014,Conglei Shi,Yingcai Wu,55503f9145ce0a409eb2eca4,Co-co-author,31.0,1
2014,Franz Sauer,Hongfeng Yu,55503f9045ce0a409eb2ec0c,Co-co-author,36.0,1
2014,Franz Sauer,Kwan-Liu Ma,55503f9045ce0a409eb2ec0c,Co-co-author,36.0,1
2014,Guodao Sun,Huamin Qu,53e9b233b7602d9703ccd7ec,Co-co-author,32.0,1
2014,Guodao Sun,Ronghua Liang,53e9b233b7602d9703ccd7ec,Co-co-author,32.0,1
2014,Guodao Sun,Wenbin Wu,53e9b233b7602d9703ccd7ec,Co-co-author,32.0,1
2014,Guodao Sun,Yang Liu,53e9b233b7602d9703ccd7ec,Co-co-author,32.0,1
2014,Haidong Chen,Honghui Mei,55503f9145ce0a409eb2ec96,Co-co-author,96.0,1
2014,Haidong Chen,Huamin Qu,5488ea3a45ce471f909140d7,Co-co-author,14.0,1
2014,Haidong Chen,Ji Wang,5488ea3a45ce471f909140d7,Co-co-author,14.0,1
2014,Haidong Chen,Kun Zhou,55503f9145ce0a409eb2ec96,Co-co-author,96.0,1
2014,Haidong Chen,Kwan-Liu Ma,55503f9145ce0a409eb2ec96,Co-co-author,96.0,1
2014,Haidong Chen,W. Chen,5488ea3a45ce471f909140d7,Co-co-author,14.0,1
2014,Haidong Chen,Wei Chen,55503f9145ce0a409eb2ec96,Co-co-author,96.0,1
2014,Haidong Chen,Weifeng Chen,5488ea3a45ce471f909140d7,Co-co-author,14.0,1
2014,Haidong Chen,Weifeng Chen,55503f9145ce0a409eb2ec96,Co-co-author,96.0,1
2014,Haidong Chen,Wentao Gu,55503f9145ce0a409eb2ec96,Co-co-author,96.0,1
2014,Haidong Chen,Zhiqi Liu,55503f9145ce0a409eb2ec96,Co-co-author,96.0,1
2014,Hong Zhou,Huamin Qu,5550444d45ce0a409eb4cdff,Co-co-author,5.0,1
2014,Hong Zhou,Panpan Xu,5550444d45ce0a409eb4cdff,Co-co-author,5.0,1
2014,Hong Zhou,Zhong Ming,5550444d45ce0a409eb4cdff,Co-co-author,5.0,1
2014,Isaac Liao,Kwan-Liu Ma,555046ed45ce0a409eb62daf,Co-co-author,14.0,1
2014,Isaac Liao,Wei-Hsien Hsu,555046ed45ce0a409eb62daf,Co-co-author,14.0,1
2014,Jae-wook Ahn,Ben Shneiderman,53e9b708b7602d970429c8a9,Co-co-author,131.0,1
2014,Jae-wook Ahn,Catherine Plaisant,53e9b708b7602d970429c8a9,Co-co-author,131.0,1
2014,Jiansu Pu,Huamin Qu,53e9a9f7b7602d970335e104,Co-co-author,9.0,1
2014,Jiansu Pu,Lionel M. Ni,53e9a9f7b7602d970335e104,Co-co-author,9.0,1
2014,Jiansu Pu,Panpan Xu,53e9a9f7b7602d970335e104,Co-co-author,9.0,1
2014,Jiansu Pu,Siyuan Liu,53e9a9f7b7602d970335e104,Co-co-author,9.0,1
2014,Jinrong Xie,Hongfeng Yu,5550446445ce0a409eb4d429,Co-co-author,11.0,1
2014,Jinrong Xie,Kwan-Liu Ma,5550446445ce0a409eb4d429,Co-co-author,11.0,1
2014,Lin Zheng,Abhijit J Chaudhari,5550427e45ce0a409eb42c0b,Co-co-author,18.0,1
2014,Lin Zheng,Kwan-Liu Ma,5550427e45ce0a409eb42c0b,Co-co-author,18.0,1
2014,Lin Zheng,Ramsey D Badawi,5550427e45ce0a409eb42c0b,Co-co-author,18.0,1
2014,Lu Lu,Huamin Qu,53e9bb1db7602d970475a2cf,Co-co-author,14.0,1
2014,Lu Lu,Lionel M. Ni,53e9bb1db7602d970475a2cf,Co-co-author,14.0,1
2014,Lu Lu,Nan Cao,53e9bb1db7602d970475a2cf,Co-co-author,14.0,1
2014,Lu Lu,Siyuan Liu,53e9bb1db7602d970475a2cf,Co-co-author,14.0,1
2014,Lu Lu,Xiaoru Yuan,53e9bb1db7602d970475a2cf,Co-co-author,14.0,1
2014,Matthew Brehmer,Jonathan Stray,557c1e5ef6672d70710ee129,Co-co-author,128.0,1
2014,Matthew Brehmer,Michael Sedlmair,5550448445ce0a409eb4e68b,Co-co-author,96.0,1
2014,Matthew Brehmer,Stephen Ingram,5550448445ce0a409eb4e68b,Co-co-author,96.0,1
2014,Matthew Brehmer,Stephen Ingram,557c1e5ef6672d70710ee129,Co-co-author,128.0,1
2014,Matthew Brehmer,Tamara Munzner,5550448445ce0a409eb4e68b,Co-co-author,96.0,1
2014,Matthew Brehmer,Tamara Munzner,557c1e5ef6672d70710ee129,Co-co-author,128.0,1
2014,Min Shih,Dimitri J. Mavriplis,5550446445ce0a409eb4d422,Co-co-author,9.0,1
2014,Min Shih,Jayanarayanan Sitaraman,5550446445ce0a409eb4d422,Co-co-author,9.0,1
2014,Min Shih,Kwan-Liu Ma,5550446445ce0a409eb4d422,Co-co-author,9.0,1
2014,Min Shih,Yubo Zhang,5550446445ce0a409eb4d422,Co-co-author,9.0,1
2014,Quan Li,Huamin Qu,5f214e1b91e0111c790bdb7d,Co-co-author,0.0,1
2014,Robert Hero,Chris Ho,55503f9145ce0a409eb2ec87,Co-co-author,1.0,1
2014,Robert Hero,Kwan-Liu Ma,55503f9145ce0a409eb2ec87,Co-co-author,1.0,1
2014,Robert Miller,Kenneth Moreland,555046d945ce0a409eb62286,Co-co-author,0.0,1
2014,Robert Miller,Kwan-Liu Ma,555046d945ce0a409eb62286,Co-co-author,0.0,1
2014,S. Chaturvedi,Ben Shneiderman,5c782a7a4895d9cbc681690c,Co-co-author,23.0,1
2014,S. Chaturvedi,Cody Dunne,5c782a7a4895d9cbc681690c,Co-co-author,23.0,1
2014,S. Chaturvedi,R. Zachariah,5c782a7a4895d9cbc681690c,Co-co-author,23.0,1
2014,S. Chaturvedi,Z. Ashktorab,5c782a7a4895d9cbc681690c,Co-co-author,23.0,1
2014,Steffen Frey,Filip Sadlo,557c3cae6feeaa8086d96424,Co-co-author,43.0,1
2014,Steffen Frey,Kwan-Liu Ma,557c3cae6feeaa8086d96424,Co-co-author,43.0,1
2014,Steffen Frey,Thomas Ertl,557c3cae6feeaa8086d96424,Co-co-author,43.0,1
2014,Tarik Crnovrsanin,Chris Muelder,53e99b86b7602d970242aab1,Co-co-author,69.0,1
2014,Tarik Crnovrsanin,Chris Muelder,557c148fd19fa4669fa1a770,Co-co-author,6.0,1
2014,Tarik Crnovrsanin,Diane Felmlee,53e99b86b7602d970242aab1,Co-co-author,69.0,1
2014,Tarik Crnovrsanin,Kwan-Liu Ma,53e99b86b7602d970242aab1,Co-co-author,69.0,1
2014,Tarik Crnovrsanin,Kwan-Liu Ma,53e9a06db7602d970295745b,Co-co-author,26.0,1
2014,Tarik Crnovrsanin,Kwan-Liu Ma,557c148fd19fa4669fa1a770,Co-co-author,6.0,1
2014,Tarik Crnovrsanin,Robert Faris,53e99b86b7602d970242aab1,Co-co-author,69.0,1
2014,Tarik Crnovrsanin,Yang Wang,53e9a06db7602d970295745b,Co-co-author,26.0,1
2014,Wei Zeng,Alexander Erath,55503f9145ce0a409eb2ec8c,Co-co-author,150.0,1
2014,Wei Zeng,Chi-Wing Fu,55503f9145ce0a409eb2ec8c,Co-co-author,150.0,1
2014,Wei Zeng,Huamin Qu,55503f9145ce0a409eb2ec8c,Co-co-author,150.0,1
2014,Wei Zeng,Stefan Müller Arisona,55503f9145ce0a409eb2ec8c,Co-co-author,150.0,1
2014,Wenchao Wu,Eduard Gröller,5550451845ce0a409eb53982,Co-co-author,28.0,1
2014,Wenchao Wu,Huamin Qu,5550451845ce0a409eb53982,Co-co-author,28.0,1
2014,Wenchao Wu,Lionel M. Ni,5550451845ce0a409eb53982,Co-co-author,28.0,1
2014,Wenchao Wu,Wei Chen,5550451845ce0a409eb53982,Co-co-author,28.0,1
2014,Wenchao Wu,Yixian Zheng,5550451845ce0a409eb53982,Co-co-author,28.0,1
2014,Yik-Wai Ng,Huamin Qu,53e9a343b7602d9702c502ad,Co-co-author,7.0,1
2014,Yongwei Nie,Chunxia Xiao,55503f9045ce0a409eb2ec1b,Co-co-author,28.0,1
2014,Yongwei Nie,Hanqiu Sun,55503f9045ce0a409eb2ec1b,Co-co-author,28.0,1
2014,Yongwei Nie,Kwan-Liu Ma,55503f9045ce0a409eb2ec1b,Co-co-author,28.0,1
2014,Yongwei Nie,Ping Li,55503f9045ce0a409eb2ec1b,Co-co-author,28.0,1
2014,Yu-Hsuan Chan,Carlos D. Correa,53e9b049b7602d9703aac74b,Co-co-author,14.0,1
2014,Yu-Hsuan Chan,Kwan-Liu Ma,53e9b049b7602d9703aac74b,Co-co-author,14.0,1
2014,Zhen Wang,Dong Chen,53e9bd8cb7602d9704a31f0f,Co-co-author,57.0,1
2014,Zhen Wang,Huamin Qu,53e9bd8cb7602d9704a31f0f,Co-co-author,57.0,1
2014,Zhen Wang,Liqiang Zhang,53e9bd8cb7602d9704a31f0f,Co-co-author,57.0,1
2014,Zhen Wang,P. Takis Mathiopoulos,53e9bd8cb7602d9704a31f0f,Co-co-author,57.0,1
2014,Zhen Wang,Tian Fang,53e9bd8cb7602d9704a31f0f,Co-co-author,57.0,1
2014,Zhen Wang,Yuebin Wang,53e9bd8cb7602d9704a31f0f,Co-co-author,57.0,1
2014,Zuchao Wang,Huamin Qu,55503f9145ce0a409eb2ec7b,Co-co-author,136.0,1
2014,Zuchao Wang,Jacky Yuan,55503f9145ce0a409eb2ec7b,Co-co-author,136.0,1
2014,Zuchao Wang,Min Lu,55503f9145ce0a409eb2ec7b,Co-co-author,136.0,1
2014,Zuchao Wang,Qianliang Wu,55503f9145ce0a409eb2ec7b,Co-co-author,136.0,1
2014,Zuchao Wang,Tangzhi Ye,55503f9145ce0a409eb2ec7b,Co-co-author,136.0,1
2014,Zuchao Wang,Xiaoru Yuan,55503f9145ce0a409eb2ec7b,Co-co-author,136.0,1
2015,Abishek Puri,Dongyu Liu,573697316e3b12023e6214c5,Co-co-author,2.0,1
2015,Abishek Puri,Dongyu Liu,633c10cd90e50fcafdc2e98c,Co-co-author,0.0,1
2015,Abishek Puri,Dongyu Liu,633c10cd90e50fcafdc2e9d9,Co-co-author,0.0,1
2015,Abishek Puri,Huamin Qu,573697316e3b12023e6214c5,Co-co-author,2.0,1
2015,Abishek Puri,Huamin Qu,633c10cd90e50fcafdc2e98c,Co-co-author,0.0,1
2015,Abishek Puri,Huamin Qu,633c10cd90e50fcafdc2e9d9,Co-co-author,0.0,1
2015,Abishek Puri,Shaoyu Chen,573697316e3b12023e6214c5,Co-co-author,2.0,1
2015,Abishek Puri,Shaoyu Chen,633c10cd90e50fcafdc2e98c,Co-co-author,0.0,1
2015,Abishek Puri,Shaoyu Chen,633c10cd90e50fcafdc2e9d9,Co-co-author,0.0,1
2015,Abishek Puri,Siwei Fu,573697316e3b12023e6214c5,Co-co-author,2.0,1
2015,Abishek Puri,Siwei Fu,633c10cd90e50fcafdc2e98c,Co-co-author,0.0,1
2015,Abishek Puri,Siwei Fu,633c10cd90e50fcafdc2e9d9,Co-co-author,0.0,1
2015,Abishek Puri,Tianyu Wang,573697316e3b12023e6214c5,Co-co-author,2.0,1
2015,Abishek Puri,Tianyu Wang,633c10cd90e50fcafdc2e98c,Co-co-author,0.0,1
2015,Abishek Puri,Tianyu Wang,633c10cd90e50fcafdc2e9d9,Co-co-author,0.0,1
2015,Abishek Puri,Yeukyin Chan,573697316e3b12023e6214c5,Co-co-author,2.0,1
2015,Abishek Puri,Yeukyin Chan,633c10cd90e50fcafdc2e98c,Co-co-author,0.0,1
2015,Abishek Puri,Yeukyin Chan,633c10cd90e50fcafdc2e9d9,Co-co-author,0.0,1
2015,Annie Preston,Franz Sauer,573698876e3b12023e74618b,Co-co-author,2.0,1
2015,Annie Preston,Jinrong Xie,573698876e3b12023e74618b,Co-co-author,2.0,1
2015,Annie Preston,Kwan-Liu Ma,573698876e3b12023e74618b,Co-co-author,2.0,1
2015,Annie Preston,Nick Leaf,573698876e3b12023e74618b,Co-co-author,2.0,1
2015,Annie Preston,Ramyar Ghods,573698876e3b12023e74618b,Co-co-author,2.0,1
2015,Benjamin Renoust,Guy Melançon,573696726e3b12023e57ecae,Co-co-author,46.0,1
2015,Benjamin Renoust,Tamara Munzner,573696726e3b12023e57ecae,Co-co-author,46.0,1
2015,Catherine Plaisant,A. Zach Hettinger,55a6b61c65ce054aad724d5b,Co-co-author,43.0,1
2015,Catherine Plaisant,Ben Shneiderman,55a6b61c65ce054aad724d5b,Co-co-author,43.0,1
2015,Catherine Plaisant,Johnny Wu,55a6b61c65ce054aad724d5b,Co-co-author,43.0,1
2015,Catherine Plaisant,Seth Powsner,55a6b61c65ce054aad724d5b,Co-co-author,43.0,1
2015,Chih-Wei Huang,Chun-Fu Wang,55a6c1e965ce054aad747129,Co-co-author,25.0,1
2015,Chih-Wei Huang,Chun-Fu Wang,5736957b6e3b12023e49d32f,Co-co-author,44.0,1
2015,Chih-Wei Huang,Hsuan-Chia Yang,5736957b6e3b12023e49d32f,Co-co-author,44.0,1
2015,Chih-Wei Huang,Jianping Li,5736957b6e3b12023e49d32f,Co-co-author,44.0,1
2015,Chih-Wei Huang,Kwan-Liu Ma,55a6c1e965ce054aad747129,Co-co-author,25.0,1
2015,Chih-Wei Huang,Kwan-Liu Ma,5736957b6e3b12023e49d32f,Co-co-author,44.0,1
2015,Chih-Wei Huang,Mai-Szu Wu,55a6c1e965ce054aad747129,Co-co-author,25.0,1
2015,Chih-Wei Huang,Peisan Lee,55a6c1e965ce054aad747129,Co-co-author,25.0,1
2015,Chih-Wei Huang,Phung Anh Alex Nguyen,5736957b6e3b12023e49d32f,Co-co-author,44.0,1
2015,Chih-Wei Huang,Phung-Anh Alex Nguyen,55a6c1e965ce054aad747129,Co-co-author,25.0,1
2015,Chih-Wei Huang,Richard Lu,5736957b6e3b12023e49d32f,Co-co-author,44.0,1
2015,Chih-Wei Huang,Shabbir Syed-Abdul,55a6c1e965ce054aad747129,Co-co-author,25.0,1
2015,Chih-Wei Huang,Shen-Hsien Lin,55a6c1e965ce054aad747129,Co-co-author,25.0,1
2015,Chih-Wei Huang,Shen-Hsien Lin,5736957b6e3b12023e49d32f,Co-co-author,44.0,1
2015,Chih-Wei Huang,Usman Iqbal,55a6c1e965ce054aad747129,Co-co-author,25.0,1
2015,Chih-Wei Huang,Usman Iqbal,5736957b6e3b12023e49d32f,Co-co-author,44.0,1
2015,Chih-Wei Huang,Wen-Ding Hsu,55a6c1e965ce054aad747129,Co-co-author,25.0,1
2015,Chih-Wei Huang,Wen-Shan Jian,55a6c1e965ce054aad747129,Co-co-author,25.0,1
2015,Chih-Wei Huang,Wen-Shan Jian,5736957b6e3b12023e49d32f,Co-co-author,44.0,1
2015,Chih-Wei Huang,Yu-Chuan Jack Li,55a6c1e965ce054aad747129,Co-co-author,25.0,1
2015,Chih-Wei Huang,Yu-Chuan Jack Li,5736957b6e3b12023e49d32f,Co-co-author,44.0,1
2015,Chris Bryan,Kwan-Liu Ma,633c10bd90e50fcafdc2b9d6,Co-co-author,24.0,1
2015,Chris Bryan,Susan Mniszewski,633c10bd90e50fcafdc2b9d6,Co-co-author,24.0,1
2015,Chris Bryan,Xue Wu,633c10bd90e50fcafdc2b9d6,Co-co-author,24.0,1
2015,Chunxia Xiao,Hanqiu Sun,555040a745ce0a409eb35ace,Co-co-author,6.0,1
2015,Chunxia Xiao,Kwan-Liu Ma,555040a745ce0a409eb35ace,Co-co-author,6.0,1
2015,Chunxia Xiao,Liqiang Jin,555040a745ce0a409eb35ace,Co-co-author,6.0,1
2015,Chunxia Xiao,Renfang Wang,555040a745ce0a409eb35ace,Co-co-author,6.0,1
2015,Chunxia Xiao,Yongwei Nie,555040a745ce0a409eb35ace,Co-co-author,6.0,1
2015,Daniel A. Keim,Fabrice Rossi,573695516e3b12023e47c32b,Co-co-author,32.0,1
2015,Daniel A. Keim,Michel Verleysen,573695516e3b12023e47c32b,Co-co-author,32.0,1
2015,Daniel A. Keim,Tamara Munzner,573695516e3b12023e47c32b,Co-co-author,32.0,1
2015,Haidong Chen,Andrew Mercer,5736959a6e3b12023e4b9ee3,Co-co-author,74.0,1
2015,Haidong Chen,Honghui Mei,5736959a6e3b12023e4b9ee3,Co-co-author,74.0,1
2015,Haidong Chen,Huamin Qu,5736959a6e3b12023e4b9ee3,Co-co-author,74.0,1
2015,Haidong Chen,Jiawei Zhang,5736959a6e3b12023e4b9ee3,Co-co-author,74.0,1
2015,Haidong Chen,Ronghua Liang,5736959a6e3b12023e4b9ee3,Co-co-author,74.0,1
2015,Haidong Chen,Song Zhang,5736959a6e3b12023e4b9ee3,Co-co-author,74.0,1
2015,Haidong Chen,Wei Chen,5736959a6e3b12023e4b9ee3,Co-co-author,74.0,1
2015,Hendrik A. Schroots,Kwan-Liu Ma,573696d46e3b12023e5d4bce,Co-co-author,15.0,1
2015,Hong Zhou,Huamin Qu,55503e2445ce0a409eb28545,Co-co-author,10.0,1
2015,Hong Zhou,Panpan Xu,55503e2445ce0a409eb28545,Co-co-author,10.0,1
2015,Hongfeng Yu,Hemanth Kolla,5736959a6e3b12023e4b9c39,Co-co-author,15.0,1
2015,Hongfeng Yu,Jacqueline H. Chen,5736959a6e3b12023e4b9c39,Co-co-author,15.0,1
2015,Hongfeng Yu,Jinrong Xie,5736959a6e3b12023e4b9c39,Co-co-author,15.0,1
2015,Hongfeng Yu,Kwan-Liu Ma,5736959a6e3b12023e4b9c39,Co-co-author,15.0,1
2015,Huamin Qu,Qing Chen,573696606e3b12023e56d490,Co-co-author,71.0,1
2015,Jessica Q. Dawson,Joanna McGrenere,573696656e3b12023e5716bd,Co-co-author,9.0,1
2015,Jessica Q. Dawson,Tamara Munzner,573696656e3b12023e5716bd,Co-co-author,9.0,1
2015,Jianping Li,Jia-Kai Chou,573696d46e3b12023e5d386a,Co-co-author,11.0,1
2015,Jianping Li,Kwan-Liu Ma,573696d46e3b12023e5d386a,Co-co-author,11.0,1
2015,Jinrong Xie,Franz Sauer,573696d86e3b12023e5d8929,Co-co-author,16.0,1
2015,Jinrong Xie,Kwan-Liu Ma,573696d86e3b12023e5d8929,Co-co-author,16.0,1
2015,Lei Shi,Chen Wang,55503f9045ce0a409eb2ebf6,Co-co-author,45.0,1
2015,Lei Shi,Chuang Lin,55503f9045ce0a409eb2ebf6,Co-co-author,45.0,1
2015,Lei Shi,Huamin Qu,55503f9045ce0a409eb2ebf6,Co-co-author,45.0,1
2015,Lei Shi,Qi Liao,55503f9045ce0a409eb2ebf6,Co-co-author,45.0,1
2015,Lei Shi,Zhen Wen,55503f9045ce0a409eb2ebf6,Co-co-author,45.0,1
2015,Min Shih,Kwan-Liu Ma,5736977f6e3b12023e6655b1,Co-co-author,3.0,1
2015,Min Shih,Yubo Zhang,5736977f6e3b12023e6655b1,Co-co-author,3.0,1
2015,Miriah D. Meyer,Michael Sedlmair,573696656e3b12023e571741,Co-co-author,96.0,1
2015,Miriah D. Meyer,P. Samuel Quinan,573696656e3b12023e571741,Co-co-author,96.0,1
2015,Miriah D. Meyer,Tamara Munzner,573696656e3b12023e571741,Co-co-author,96.0,1
2015,Oh-Hyun Kwon,Chris Muelder,5736977f6e3b12023e6655c8,Co-co-author,33.0,1
2015,Oh-Hyun Kwon,Kwan-Liu Ma,5736977f6e3b12023e6655c8,Co-co-author,33.0,1
2015,Oh-Hyun Kwon,Kyungwon Lee,5736977f6e3b12023e6655c8,Co-co-author,33.0,1
2015,Quan Li,Huamin Qu,633c10c090e50fcafdc2c2f2,Co-co-author,8.0,1
2015,Quan Li,Peng Xu,633c10c090e50fcafdc2c2f2,Co-co-author,8.0,1
2015,Sana Malik,Ben Shneiderman,5550448e45ce0a409eb4ed52,Co-co-author,95.0,1
2015,Sana Malik,Catherine Plaisant,5550448e45ce0a409eb4ed52,Co-co-author,95.0,1
2015,Sana Malik,Eberechukwu Onukwugha,5550448e45ce0a409eb4ed52,Co-co-author,95.0,1
2015,Sana Malik,Fan Du,5550448e45ce0a409eb4ed52,Co-co-author,95.0,1
2015,Sana Malik,Megan Monroe,5550448e45ce0a409eb4ed52,Co-co-author,95.0,1
2015,Seok-Hee Hong,Koji Koyamada,5a9cb63417c44a376ffb5c68,Co-co-author,0.0,1
2015,Seok-Hee Hong,Kwan-Liu Ma,5a9cb63417c44a376ffb5c68,Co-co-author,0.0,1
2015,Shimin Wang,Kwan-Liu Ma,573696606e3b12023e56d738,Co-co-author,28.0,1
2015,Shimin Wang,Nick Leaf,573696606e3b12023e56d738,Co-co-author,28.0,1
2015,Shimin Wang,Yuzuru Tanahashi,573696606e3b12023e56d738,Co-co-author,28.0,1
2015,Stephen Ingram,Tamara Munzner,55503f0f45ce0a409eb2bfa5,Co-co-author,45.0,1
2015,Tyson Neuroth,Franz Sauer,573696d86e3b12023e5d891e,Co-co-author,9.0,1
2015,Tyson Neuroth,Kwan-Liu Ma,573696d86e3b12023e5d891e,Co-co-author,9.0,1
2015,Tyson Neuroth,Stéphane Ethier,573696d86e3b12023e5d891e,Co-co-author,9.0,1
2015,Tyson Neuroth,Weixing Wang,573696d86e3b12023e5d891e,Co-co-author,9.0,1
2015,Yang Wang,Kwan-Liu Ma,5736970c6e3b12023e605780,Co-co-author,14.0,1
2015,Yanhong Wu,Huamin Qu,5736977f6e3b12023e665547,Co-co-author,10.0,1
2015,Yanhong Wu,Sixiao Yang,5736977f6e3b12023e665547,Co-co-author,10.0,1
