year,name,posX,posY
2020,Tamara Munzner,0.6929458950405006,0.5796342857322887
2020,Zhicheng Liu,0.6054799598426934,0.4783247309533332
2020,Zipeng Liu,0.54188480531284,0.43887849558302355
2020,Tamara Munzner,0.6929458950405006,0.5796342857322887
2020,Jordon Johnson,0.7020166350578809,0.5486212239603048
2020,Giuseppe Carenini,0.7020166350578809,0.5486212239603048
2020,Tamara Munzner,0.6929458950405006,0.5796342857322887
2020,Emily Hindalong,0.7020166350578809,0.5486212239603048
2020,Tamara Munzner,0.6929458950405006,0.5796342857322887
2020,Tamara Munzner,0.6929458950405006,0.5796342857322887
2020,Michael Oppermann,0.4958119664558361,0.7077618623007662
2020,Tamara Munzner,0.6929458950405006,0.5796342857322887
2020,Michael Oppermann,0.4958119664558361,0.7077618623007662
2020,Tamara Munzner,0.6929458950405006,0.5796342857322887
2020,Tamara Munzner,0.6929458950405006,0.5796342857322887
2021,Robert Kincaid,0.7396919277711027,0.46600190328160773
2021,Tamara Munzner,0.6658206982681263,0.6623511217292223
